UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL_ARCHIVO_MALLA
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,7,Teoría microeconómica,CON-PRE-015,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,8,Emprendimiento,CON-PRE-016,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,1,Ética y moral,CON-PRE-017,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,2,Práctica tributaria,CON-PRE-018,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,3,Contratación pública,CON-PRE-019,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,4,Teoría macroeconómica,CON-PRE-020,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,5,Practicum 1,CON-PRE-021,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,6,Contabilidad de costos,CON-PRE-022,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,7,Técnicas de inferencia estadística,CON-PRE-023,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,8,Responsabilidad social empresarial,CON-PRE-024,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,1,Aplicaciones de costos,CON-PRE-025,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,2,Fundamentos de administración financiera,CON-PRE-026,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,3,Practicum 2,CON-PRE-027,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,4,Principios de auditoría,CON-PRE-028,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,5,Contabilidad gubernamental,CON-PRE-029,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,6,Contabilidad agraria,CON-PRE-030,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,7,Auditoría financiera,CON-PRE-031,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,8,Administración financiera,CON-PRE-032,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,1,Practicum 3 Servicio comunitario,CON-PRE-033,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,2,Dirección estratégica,CON-PRE-034,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,3,Propuesta de investigación,CON-PRE-035,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,4,Itinerario I. Costos: Diseño de sistemas de costos,CON-PRE-036,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,5,Itinerario II. Auditoría forense empresarial: Introducción a la auditoría forense empresarial,CON-PRE-037,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,6,Auditoría de gestión,CON-PRE-038,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,7,Contabilidad corporativa,CON-PRE-039,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,8,Contabilidad de instituciones financieras,CON-PRE-040,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,1,Prácticum 4.1: Trabajo de integración curricular/Examen complexivo,CON-PRE-041,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,2,Itinerario I. Costos: Fijación de precios y administración del costo,CON-PRE-042,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,3,Itinerario II. Auditoría forense empresarial: Aplicación de la auditoría forense en los ciclos transaccionales,CON-PRE-043,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,4,Contabilidad gerencial,CON-PRE-044,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,5,Formulación y evaluación de proyectos,CON-PRE-045,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,6,Negocios internacionales,CON-PRE-046,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,7,Prácticum 4.2: Trabajo de integración curricular/Examen complexivo,CON-PRE-047,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,8,Itinerario I. Costos: Costos relevantes para la toma de decisiones,CON-PRE-048,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
UTPL,Contabilidad y Auditoría,Presencial,Unidad Profesional,,1,Itinerario II. Auditoría forense empresarial: Auditoría interna y la administración de riesgos (E.R.M.),CON-PRE-049,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/MALLA%20CONTABILIDAD%20Y%20AUDITOR%C3%8DA%20-%20PRESENCIAL.pdf
