UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL_ARCHIVO_MALLA
UTPL,Psicología,Presencial,Unidad Profesional,,3,Psicopatología del adulto,PSI-PRE-027,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,4,Métodos de investigación II,PSI-PRE-028,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,5,Psicología comunitaria,PSI-PRE-029,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,6,Psicología clínica,PSI-PRE-030,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,7,Redacción de propuestas de prevención y remediación psicológica,PSI-PRE-031,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,8,Prácticum 3 Servicio Comunitario,PSI-PRE-032,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,1,Psicofarmacología,PSI-PRE-033,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,2,Psicología experimental,PSI-PRE-034,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,3,Antropología básica,PSI-PRE-035,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,4,Psicología organizacional,PSI-PRE-036,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,5,Mediación y resolución de conflictos,PSI-PRE-037,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,6,Psicopedagogía,PSI-PRE-038,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,7,Bases teóricas de la psicoterapia,PSI-PRE-039,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,8,Prácticum 4.1: Trabajo de integración curricular/Examen complexivo,PSI-PRE-040,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,1,Ética y moral,PSI-PRE-041,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,2,Inclusión educativa,PSI-PRE-042,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,3,Sexualidad humana,PSI-PRE-043,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,4,Prevención integral de consumo de sustancias,PSI-PRE-044,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,5,Seguridad y salud ocupacional,PSI-PRE-045,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
UTPL,Psicología,Presencial,Unidad Profesional,,6,Prácticum 4.2: Trabajo de integración curricular/Examen complexivo,PSI-PRE-046,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/malla%20psicologi%CC%81a%20presencial.pdf
