UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",3,Marketing Estratégico,ADEO12,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",3,Estadística Inferencial,ADEO13,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",4,Administración Estratégica,ADEO14,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",4,Gestión por Procesos,ADEO15,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",4,Gestión de la Calidad,ADEO16,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",4,Dirección y Control de Operaciones,ADEO17,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",4,Gestión Ambiental,ADEO18,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",5,Logística Empresarial,ADEO19,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",5,Organización Administrativa de Empresas Familiares,ADEO20,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",5,Administración de la Producción,ADEO21,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",5,Gestión Tributaria,ADEO22,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",5,Comunicación y Lenguaje,ADEO23,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",5,Ofimática,ADEO24,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",5,Investigación de Mercado,ADEO25,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",6,Administración Presupuestaria,ADEO26,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",6,Análisis Financiero,ADEO27,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",6,Valoración de Empresas,ADEO28,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",6,Investigación Orientada a la Administración,ADEO29,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",6,Contabilidad de Costos,ADEO30,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",7,Administración de la Innovación,ADEO31,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",7,Administración de los Servicios,ADEO32,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",7,Sistemas de Información Empresarial,ADEO33,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",7,Mercados Financieros,ADEO34,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",7,Comercio Internacional,ADEO35,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",7,Seminario de Titulación,ADEO36,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",7,Administración Pública,ADEO37,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",8,Desarrollo del Trabajo de Titulación,ADEO38,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",8,Formulación y Evaluación de Proyectos,ADEO39,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",8,Técnicas de Negociación,ADEO40,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",8,Modelos de Negocio,ADEO41,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
UTM,ADMINISTRACIÓN DE EMPRESAS,EN LÍNEA,REDISEÑO,"Profesionales capaces de generar emprendimientos e innovación, con responsabilidad social, liderazgo y ética, para proponer soluciones a problemas empresariales desde la gestión estratégica, financiera, de talento humano y producción, contribuyendo al desarrollo local y nacional.",8,Dirección de Empresas,ADEO42,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-administracion-de-empresas-modalidad-en-linea
