UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL_ARCHIVO_MALLA
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,3,Legislación Empresarial,ADM-PRE-011,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,4,Teoría Microeconómica,ADM-PRE-012,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,5,Técnicas de inferencia estadística,ADM-PRE-013,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,6,Comportamiento Organizacional,ADM-PRE-014,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,7,Antropología básica,ADM-PRE-015,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,8,Derecho tributario,ADM-PRE-016,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,1,Matemática Financiera,ADM-PRE-017,Obligatoria,144,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,2,Teoría Macroeconómica,ADM-PRE-018,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,3,Marketing,ADM-PRE-019,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,4,Investigación de Mercados,ADM-PRE-020,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,5,Ética y moral,ADM-PRE-021,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,6,Prácticum 1,ADM-PRE-022,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,7,Finanzas operativas,ADM-PRE-023,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,8,Administración de operaciones y procesos,ADM-PRE-024,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,1,Gestión del conocimiento,ADM-PRE-025,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,2,Sostenibilidad empresarial,ADM-PRE-026,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,3,Emprendimiento,ADM-PRE-027,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,4,Prácticum 2,ADM-PRE-028,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,5,Finanzas estructurales,ADM-PRE-029,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,6,Administración de cadena de suministro y logística empresarial,ADM-PRE-030,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,7,Gestión de la calidad,ADM-PRE-031,Obligatoria,192,4,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,8,Propuesta de investigación,ADM-PRE-032,Obligatoria,192,4,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,1,Prácticum 3,ADM-PRE-033,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,2,Comercio Exterior,ADM-PRE-034,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,3,Desarrollo empresarial de nuevos negocios,ADM-PRE-035,Obligatoria,192,4,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,4,Administración de tecnologías y sistemas de información,ADM-PRE-036,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,5,Proyectos,ADM-PRE-037,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,6,Administración estratégica,ADM-PRE-038,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,7,Prácticum 4.1: Trabajo de integración curricular/Examen complexivo,ADM-PRE-039,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,8,Inteligencia estratégica y metodologías de la internacionalización,ADM-PRE-040,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,1,Gestión de nuevos negocios,ADM-PRE-041,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,2,Métodos de valoración de empresas,ADM-PRE-042,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,3,Investigación operativa para la toma de decisiones,ADM-PRE-043,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,4,Prospectiva empresarial y analítica de negocios,ADM-PRE-044,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,5,Prácticum 4.2: Trabajo de integración curricular/Examen complexivo,ADM-PRE-045,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,6,E-commerce,ADM-PRE-046,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
UTPL,Administración de Empresas,Presencial,Unidad Profesional,,7,Gestión de la innovación empresarial,ADM-PRE-047,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20pres.pdf
