UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL_ARCHIVO_MALLA
UTPL,Administración de Empresas,En línea,Unidad Profesional,,3,Emprendimiento,ADM-MAD-027,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,4,Prácticum 2,ADM-MAD-028,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,5,Finanzas estructurales,ADM-MAD-029,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,6,Administración de cadena de suministro y logística empresarial,ADM-MAD-030,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,7,Gestión de la calidad,ADM-MAD-031,Obligatoria,192,4,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,8,Propuesta de investigación,ADM-MAD-032,Obligatoria,192,4,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,1,Prácticum 3,ADM-MAD-033,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,2,Comercio Exterior,ADM-MAD-034,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,3,Desarrollo empresarial de nuevos negocios,ADM-MAD-035,Obligatoria,192,4,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,4,Administración de tecnologías y sistemas de información,ADM-MAD-036,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,5,Proyectos,ADM-MAD-037,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,6,Administración estratégica,ADM-MAD-038,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,7,Prácticum 4.1: Trabajo de integración curricular/Examen complexivo,ADM-MAD-039,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,8,Inteligencia estratégica y metodologías de la internacionalización,ADM-MAD-040,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,1,Gestión de nuevos negocios,ADM-MAD-041,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,2,Métodos de valoración de empresas,ADM-MAD-042,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,3,Investigación operativa para la toma de decisiones,ADM-MAD-043,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,4,Prospectiva empresarial y analítica de negocios,ADM-MAD-044,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,5,Prácticum 4.2: Trabajo de integración curricular/Examen complexivo,ADM-MAD-045,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,6,E-commerce,ADM-MAD-046,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
UTPL,Administración de Empresas,En línea,Unidad Profesional,,7,Gestión de la innovación empresarial,ADM-MAD-047,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20admin%20empresas%20mad%20utpl_0.pdf
