UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL_ARCHIVO_MALLA
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,4,Estadística básica,CON-MAD-012,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,5,Matemática financiera,CON-MAD-013,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,6,Contabilidad financiera avanzada,CON-MAD-014,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,7,Teoría microeconómica,CON-MAD-015,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,8,Emprendimiento,CON-MAD-016,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,1,Ética y moral,CON-MAD-017,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,2,Práctica tributaria,CON-MAD-018,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,3,Contratación pública,CON-MAD-019,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,4,Teoría macroeconómica,CON-MAD-020,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,5,Practicum 1,CON-MAD-021,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,6,Contabilidad de costos,CON-MAD-022,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,7,Técnicas de inferencia estadística,CON-MAD-023,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,8,Responsabilidad social empresarial,CON-MAD-024,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,1,Aplicaciones de costos,CON-MAD-025,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,2,Fundamentos de administración financiera,CON-MAD-026,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,3,Practicum 2,CON-MAD-027,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,4,Principios de auditoría,CON-MAD-028,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,5,Contabilidad gubernamental,CON-MAD-029,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,6,Contabilidad agraria,CON-MAD-030,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,7,Auditoría financiera,CON-MAD-031,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,8,Administración financiera,CON-MAD-032,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,1,Practicum 3 Servicio comunitario,CON-MAD-033,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,2,Dirección estratégica,CON-MAD-034,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,3,Propuesta de investigación,CON-MAD-035,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,4,Itinerario I. Costos: Diseño de sistemas de costos,CON-MAD-036,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,5,Itinerario II. Auditoría forense empresarial: Introducción a la auditoría forense empresarial,CON-MAD-037,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,6,Auditoría de gestión,CON-MAD-038,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,7,Contabilidad corporativa,CON-MAD-039,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,8,Contabilidad de instituciones financieras,CON-MAD-040,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,1,Prácticum 4.1: Trabajo de integración curricular/Examen complexivo,CON-MAD-041,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,2,Itinerario I. Costos: Fijación de precios y administración del costo,CON-MAD-042,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,3,Itinerario II. Auditoría forense empresarial: Aplicación de la auditoría forense en los ciclos transaccionales,CON-MAD-043,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,4,Contabilidad gerencial,CON-MAD-044,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,5,Formulación y evaluación de proyectos,CON-MAD-045,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,6,Negocios internacionales,CON-MAD-046,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,7,Prácticum 4.2: Trabajo de integración curricular/Examen complexivo,CON-MAD-047,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,8,Itinerario I. Costos: Costos relevantes para la toma de decisiones,CON-MAD-048,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
UTPL,Contabilidad y Auditoría,En línea,Unidad Profesional,,1,Itinerario II. Auditoría forense empresarial: Auditoría interna y la administración de riesgos (E.R.M.),CON-MAD-049,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20contabilidad%20mad%20utpl_0.pdf
