UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",2,Estadística,PSIP11,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",3,Psicopatología I,PSIP12,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",3,Psicología Educativa,PSIP13,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",3,Psicología del Desarrollo,PSIP14,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",3,"Realidad Socioeconómica, Cultural y Ecológica",PSIP15,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",3,Redacción Científica,PSIP16,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Psicopatología II,PSIP17,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Psicología de la Personalidad,PSIP18,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Psicología del Desarrollo,PSIP19,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Metodología de la Investigación,PSIP20,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Desarrollo Local y Participación Ciudadana,PSIP21,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",5,Psicología Clínica,PSIP22,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",5,Neuropsicología,PSIP23,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",5,Psicología Social y Comunitaria,PSIP24,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",5,Psicología Organizacional,PSIP25,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Orientación Psicológica,PSIP26,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Evaluación Psicológica I,PSIP27,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Psicología de la Atención Primaria,PSIP28,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Psicología de la Familia,PSIP29,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Psicología del Trabajo,PSIP30,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,"Orientación Educativa, Vocacional y Profesional",PSIP31,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Evaluación Psicológica II,PSIP32,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Intervención Comunitaria,PSIP33,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Deontología de la Psicología,PSIP34,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Formulación y Evaluación,PSIP35,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Psicología del Deporte,PSIP36,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",8,Intervención Psicológica,PSIP37,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",8,Psicología de las Adicciones,PSIP38,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",8,Psicosexualidad y Género,PSIP39,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
UTM,PSICOLOGÍA,PRESENCIAL,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",8,Psicología Jurídica y Forense,PSIP40,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-presencial
