UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",6,Didáctica de las Matemáticas,EDBO27,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",6,Enfoque de los Problemas de Aprendizaje,EDBO28,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",6,Investigación Educativa II,EDBO29,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",6,"Métodos, Estrategias y Recursos en la Básica Media",EDBO30,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",7,Redacción de Textos Académicos y Científicos I,EDBO31,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",7,Gestión Escolar,EDBO32,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",7,Didáctica de Estudios Sociales,EDBO33,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",7,Estadística,EDBO34,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",7,Modelos y Prácticas para la Inclusión y la Diversidad,EDBO35,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",7,Redacción de Textos Académicos y Científicos II,EDBO36,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",8,Desarrollo del Trabajo de Titulación,EDBO37,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",8,Seminario de Titulación,EDBO38,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",8,Estrategias Educativas en Sectores Rurales,EDBO39,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",8,Desarrollo Profesional Docente,EDBO40,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",8,Educación para la Identidad,EDBO41,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
UTM,EDUCACIÓN BÁSICA,EN LÍNEA,REDISEÑO,"Profesionales capaces de planificar y ejecutar procesos pedagógicos inclusivos en la Educación General Básica, con dominio de metodologías activas, tecnologías educativas, y liderazgo desde los principios del Buen Vivir.",8,Tecnología Educativa,EDBO42,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-en-linea
