UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",3,Herramientas Ofimáticas,EDBP11,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",3,Sistema de Funciones: Numérico y de Probabilidades,EDBP12,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",3,Aprendizaje y Enseñanza del Sistema Geométrico y de Medidas,EDBP13,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",4,Investigación Educativa I,EDBP14,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",4,Planificación Curricular,EDBP15,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",4,Convergencia de Medios Educativos,EDBP16,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",4,Evaluación Educativa,EDBP17,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",4,Educación en Valores y Derechos Ciudadanos,EDBP18,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",5,Didáctica del Lenguaje,EDBP19,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",5,"Métodos, Estrategias y Recursos en la Básica Elemental",EDBP20,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",5,Artes Expresivas Musicales y Plásticas,EDBP21,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",5,Didáctica de la Ciencias Naturales,EDBP22,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",5,Sociedad y Política Educativa,EDBP23,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",5,"Realidad Socioeconómica, Cultural y Ecológica del Ecuador",EDBP24,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",5,Psicología Evolutiva,EDBP25,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",6,Evaluación de Aprendizajes,EDBP26,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",6,Didáctica de las Matemáticas,EDBP27,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",6,Enfoque de los Problemas de Aprendizaje,EDBP28,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",6,Investigación Educativa II,EDBP29,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",6,"Métodos, Estrategias y Recursos en la Básica Media",EDBP30,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",7,Redacción de Textos Académicos y Científicos I,EDBP31,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",7,Gestión Escolar,EDBP32,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",7,Didáctica de Estudios Sociales,EDBP33,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",7,Estadística,EDBP34,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",7,Modelos y Prácticas para la Inclusión y la Diversidad,EDBP35,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",7,Redacción de Textos Académicos y Científicos II,EDBP36,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",8,Desarrollo del Trabajo de Titulación,EDBP37,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",8,Seminario de Titulación,EDBP38,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",8,Estrategias Educativas en Sectores Rurales,EDBP39,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",8,Desarrollo Profesional Docente,EDBP40,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",8,Educación para la Identidad,EDBP41,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
UTM,EDUCACIÓN BÁSICA,PRESENCIAL,REDISEÑO,"El Licenciado en Ciencias de la Educación será un profesional integral, capaz de desempeñar la docencia y la planificación curricular, utilizando metodologías activas, participativas e inclusivas en las áreas básicas del currículo vigente. Diseñará proyectos educativos y sociales, con conocimiento en tecnologías de la información, la comunicación e idioma inglés, ejerciendo liderazgo pedagógico basado en los principios del Buen Vivir.",8,Tecnología Educativa,EDBP42,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-educacion-basica-modalidad-presencial
