UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL_ARCHIVO_MALLA
UTPL,Derecho,Presencial,Unidad Profesional,,8,Ciencias Forenses y Medicina Legal,DER-PRE-040,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,1,Ejecución de Penas y Rehabilitación Social,DER-PRE-041,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,2,Itinerario I: Derecho Público. Descentralización y gobiernos autónomos,DER-PRE-042,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,3,Itinerario II: Derecho Privado. Derecho y Gestión de los Conocimientos,DER-PRE-043,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,4,Practicum 4.1: Trabajo de Integración Curricular/Examen Complexivo,DER-PRE-044,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,5,Ciencia Política,DER-PRE-045,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,6,Derecho Minero,DER-PRE-046,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,7,Derecho Societario,DER-PRE-047,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,8,Practicum 4.2: Trabajo de Integración Curricular/Examen Complexivo,DER-PRE-048,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,1,Litigación Oral y Teoría del Caso,DER-PRE-049,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
UTPL,Derecho,Presencial,Unidad Profesional,,2,Emprendimiento,DER-PRE-050,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera_derecho_presencial_utpl_copia.pdf
