UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",2,Deontología Jurídica,DRE11,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",2,Derecho Constitucional II,DRE12,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",3,Derecho Civil II,DRE13,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",3,Ciencia Penal,DRE14,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",3,Derechos Humanos y Derecho Internacional Público II,DRE15,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",3,Derecho Laboral I,DRE16,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",3,Derecho Procesal Constitucional I,DRE17,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",4,Vinculación I,DRE18,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",4,Vinculación II,DRE19,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",4,Derecho Civil III,DRE20,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",4,Derecho Penal I,DRE21,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",4,Derecho Internacional Privado,DRE22,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",4,Derecho Laboral II,DRE23,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",4,Código Orgánico de la Función Judicial,DRE24,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",5,Derecho Civil IV,DRE25,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",5,Derecho Penal II,DRE26,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",5,Derecho Administrativo I,DRE27,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",5,Derecho Mercantil y Societario,DRE28,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",5,Derecho Informático y Comercio Electrónico,DRE29,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",6,Prácticas Preprofesionales I,DRE30,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",6,Seminario de Titulación,DRE31,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",6,Prácticas Preprofesionales II,DRE32,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",6,Derecho Procesal No Penal I,DRE33,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",6,Derecho Procesal Penal I,DRE34,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",6,Derecho Administrativo II,DRE35,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",6,Derecho Monetario Financiero y Societario,DRE36,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",6,Derecho de la Niñez y Adolescencia,DRE37,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",7,Derecho Procesal No Penal II,DRE38,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",7,Derecho Procesal Penal II,DRE39,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",7,Contratación Pública,DRE40,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",7,"Derecho de Producción, Competencia y Consumo",DRE41,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",7,Formas Alternativas a la Solución de Conflictos,DRE42,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",8,Desarrollo del Trabajo de Titulación,DRE43,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",8,Técnicas Básicas de Litigación Oral y Argumentación Jurídica,DRE44,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",8,Criminología y Ciencias Forenses,DRE45,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",8,Régimen de los Gobiernos Autónomos Descentralizados,DRE46,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
UTM,DERECHO,EN LÍNEA,REDISEÑO,"Formar profesionales con conocimientos en derecho público, privado y social, capaces de litigar, asesorar y resolver conflictos jurídicos con argumentación, investigación y ética, aportando a la justicia y la sociedad.",8,Medios de Impugnación Procesal,DRE47,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-derecho-modalidad-en-linea
