UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",3,Psicología Educativa,PSIO13,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",3,Psicología del Desarrollo,PSIO14,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",3,"Realidad Socioeconómica, Cultural y Ecológica",PSIO15,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",3,Redacción Científica,PSIO16,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Psicopatología II,PSIO17,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Psicología de la Personalidad,PSIO18,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Psicología del Desarrollo,PSIO19,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Metodología de la Investigación,PSIO20,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",4,Desarrollo Local y Participación Ciudadana,PSIO21,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",5,Psicología Clínica,PSIO22,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",5,Neuropsicología,PSIO23,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",5,Psicología Social y Comunitaria,PSIO24,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",5,Psicología Organizacional,PSIO25,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Orientación Psicológica,PSIO26,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Evaluación Psicológica I,PSIO27,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Psicología de la Atención Primaria,PSIO28,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Psicología de la Familia,PSIO29,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,Psicología del Trabajo,PSIO30,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",6,"Orientación Educativa, Vocacional y Profesional",PSIO31,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Evaluación Psicológica II,PSIO32,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Intervención Comunitaria,PSIO33,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Deontología de la Psicología,PSIO34,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Formulación y Evaluación,PSIO35,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",7,Psicología del Deporte,PSIO36,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",8,Intervención Psicológica,PSIO37,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",8,Psicología de las Adicciones,PSIO38,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",8,Psicosexualidad y Género,PSIO39,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
UTM,PSICOLOGÍA,EN LÍNEA,REDISEÑO,"Profesional con enfoque integral, ético y humanista que interviene en procesos psicosociales, educativos y clínicos para el bienestar de individuos, familias y comunidades, desde la investigación, prevención y orientación psicológica.",8,Psicología Jurídica y Forense,PSIO40,UNIDAD BÁSICA,,,https://www.utm.edu.ec/carrera-de-psicologia-modalidad-en-linea
