UNIVERSIDAD_NOMBRE,CARRERA_NOMBRE,CARRERA_MODALIDAD,MALLA_TIPO,PERFIL_EGRESO,PERIODO_CICLO,ASIGNATURA_NOMBRE,ASIGNATURA_CODIGO,ASIGNATURA_TIPO,ASIGNATURA_HORAS,ASIGNATURA_CREDITOS,URL_ARCHIVO_MALLA
UTPL,Psicología,En línea,Unidad Profesional,,3,Estadística básica,PSI-MAD-011,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,4,Psicofisiología,PSI-MAD-012,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,5,"Desarrollo en la adolescencia, madurez y senectud",PSI-MAD-013,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,6,Entrevista psicológica,PSI-MAD-014,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,7,Evaluación psicológica,PSI-MAD-015,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,8,Psicometría,PSI-MAD-016,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,1,Emprendimiento,PSI-MAD-017,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,2,Neuropsicología,PSI-MAD-018,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,3,Diagnóstico psicológico,PSI-MAD-019,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,4,Prácticum 1,PSI-MAD-020,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,5,Psicopatología del niño y del adolescente,PSI-MAD-021,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,6,Métodos de investigación I,PSI-MAD-022,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,7,Redacción de informes psicológicos,PSI-MAD-023,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,8,Psicología de la salud,PSI-MAD-024,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,1,Técnicas e instrumentos para la promoción y prevención en diferentes contextos psicológicos,PSI-MAD-025,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,2,Prácticum 2,PSI-MAD-026,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,3,Psicopatología del adulto,PSI-MAD-027,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,4,Métodos de investigación II,PSI-MAD-028,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,5,Psicología comunitaria,PSI-MAD-029,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,6,Psicología clínica,PSI-MAD-030,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,7,Redacción de propuestas de prevención y remediación psicológica,PSI-MAD-031,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,8,Prácticum 3 Servicio Comunitario,PSI-MAD-032,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,1,Psicofarmacología,PSI-MAD-033,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,2,Psicología experimental,PSI-MAD-034,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,3,Antropología básica,PSI-MAD-035,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,4,Psicología organizacional,PSI-MAD-036,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,5,Mediación y resolución de conflictos,PSI-MAD-037,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,6,Psicopedagogía,PSI-MAD-038,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,7,Bases teóricas de la psicoterapia,PSI-MAD-039,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,8,Prácticum 4.1: Trabajo de integración curricular/Examen complexivo,PSI-MAD-040,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,1,Ética y moral,PSI-MAD-041,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,2,Inclusión educativa,PSI-MAD-042,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,3,Sexualidad humana,PSI-MAD-043,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,4,Prevención integral de consumo de sustancias,PSI-MAD-044,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,5,Seguridad y salud ocupacional,PSI-MAD-045,Obligatoria,96,2,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
UTPL,Psicología,En línea,Unidad Profesional,,6,Prácticum 4.2: Trabajo de integración curricular/Examen complexivo,PSI-MAD-046,Obligatoria,144,3,https://www.utpl.edu.ec/carreras/sites/default/files/carrera%20psicologia%20mad%20utpl_1.pdf
